Employer,JobTitle,Wage,City,State
"INDU, LLC","COMPUTER AND INFORMATION SYSTEMS MANAGERS",125000,DULUTH,GA
"APPLE INC.","TEST ENGINEERING MANAGER 3",210000,CUPERTINO,CA
"APPLE INC.","SOFTWARE DEVELOP MANAGER 3",170000,CUPERTINO,CA
"ADS ALLIANCE DATA SYSTEMS, INC.","MANAGER, TECHNOLOGY",107900,WAKEFIELD,MA
"ORACLE AMERICA, INC.","SOFTWARE DEVELOPMENT MANAGER",146136,"SANTA CLARA",CA
"NORTHGATEARINSO, INC.","SAP CONSULTANT",99600,NORCROSS,GA
"IDEXCEL, INC.","PROJECT MANAGER",96500,"DES PLIANES",TX
"EULER TECHNOLOGIES, INC.","IT SYSTEMS MANAGER",80000,BLOOMINGTON,IL
"FIDELITY TECHNOLOGY GROUP LLC","SENIOR PROJECT MANAGER",88192,SMITHFIELD,RI
"QUANTROS INC.","DIRECTOR OF APPLICATIONS ENGINEERING",173900,MILPITAS,CA
"INDU, LLC","PROJECT MANAGER",105000,"OWING MILLS",MD
"INSPIRAGE, LLC","SOLUTION ARCHITECT",135000,TORRANCE,CA
"EDGILE, INC.","SR. DEVELOPER AND INTEGRATOR - IDENTITY MANAGEMENT",183855,BELLEVUE,WA
"WORLDQUANT, LLC","DIRECTOR, GLOBAL OPERATIONS",150000,"OLD GREENWICH",CT
"THE SCOTTS COMPANY, LLC","MANAGER, ABAP AND WORKFLOW",104300,MARYSVILLE,OH
"HEWLETT-PACKARD COMPANY","MANAGER, INFORMATION TECHNOLOGY",108704,HOUSTON,TX
"EGAIN COMMUNICATIONS CORPORATION","TECHNICAL PROJECT MANAGER",68040,DULUTH,GA
"INTERNATIONAL SOLUTIONS GROUP, INC.","DATAWAREHOUSE MANAGER",120000,HOUSTON,TX
"VIRTUSA CORPORATION","ASSOCIATE ARCHITECT",120000,WESTBOROUGH,MA
"MIDLAND CREDIT MANAGEMENT, INC.","PROJECT MANAGER III",90542,"SAN ANTONIO",TX
"UST GLOBAL INC","ASSOCIATE ACCOUNT MANAGER",85600,MAUMEE,OH
"HIGHMARK INC.","APPLICATION DEVELOPER PROJECT MANAGER",95000,PITTSBURGH,PA
"HEARTFLOW, INC.","MANAGER CLOUD SERVICES",135325,"REDWOOD CITY",CA
"INNOVATECH SOLUTIONS, INC.","PROJECT MANAGER (SENIOR CONSULTANT)",96000,LINCOLNSHIRE,IL
"MODULAR MINING SYSTEMS, INC.","SYSTEMS ENGINEERING SUPERVISOR",78000,TUCSON,AZ
"APOLLO GROUP, INC.","MANAGER, BI SOLUTIONS",115752,PHOENIX,AZ
"YAHOO! INC.","SR. DIRECTOR, OPS FINANCE FA&R",202842,SUNNYVALE,CA
"CAPGEMINI U.S. LLC",MANAGER,106500,MARLBOROUGH,MD
"CHENOA INFORMATION SERVICES, INC.","DIRECTOR OF PROGRAM MANAGEMENT",125000,EDISON,NJ
"THE SANBORN MAP CO., INC.","DIRECTOR OF MAPPING OPERATIONS",121098,"COLORADO SPRINGS",CO
"MOLINA HEALTHCARE, INC.","DIRECTOR, IT",164808,"LONG BEACH",CA
"BROCADE COMMUNICATIONS SYSTEMS, INC.","MANAGER, TEST ENGINEERING",140000.16,"SAN JOSE",CA
"BANK OF AMERICA N.A.","SR TECH MANAGER - APPS PROG",115000,"AGOURA HILLS",CA
"FIDELITY TECHNOLOGY GROUP LLC","SENIOR PROJECT MANAGER, SOFTWARE ENGINEERING DEVEL",103771,MORRISVILLE,NC
"CAPGEMINI FINANCIAL SERVICES USA INC",MANAGER,114200,MERRIMACK,NH
"JUNIPER NETWORKS, INC.","SOFTWARE ENGINEER MANAGER",147368,SUNNYVALE,CA
"RUBIN POSTAER AND ASSOCIATES","USER EXPERIENCE DIRECTOR",120000,"SANTA MONICA",CA
"ORACLE FINANCIAL SERVICES SOFTWARE, INC.","COMPUTER & INFO SYS MANAGER (CONSULTING PRACTICE M",157227,EDISON,NJ
"IDV SOLUTIONS, LLC","INFORMATION SYSTEMS MANAGER",83500,LANSING,MI
"KPI PARTNERS, INC","DIRECTOR OF BUSINESS DEVELOPMENT",120000,NEWARK,CA
"BANK OF AMERICA N.A.","VP; CNSLT - APPS PROG",92083,CHARLOTTE,NC
"SYNTEL CONSULTING INC.","PROJECT MANAGER",75982,ALBUQUERQUE,NM
"TEQTRON, INC.","TECHNICAL MANAGER",132000,"MOUNTAIN VIEW",CA
"PAYDIANT, INC.","SOFTWARE ARCHITECT",120000,WELLESLEY,MA
"U.S. CELLULAR CORPORATION","MANAGER OF IT RISK & COMPLIANCE",118709,BENSENVILLE,IL
"ICUBE CONSULTANCY SERVICES, INC.","INFORMATION SYSTEMS MANAGER",140000,SHELTON,CT
"A2Z DEVELOPMENT CENTER, INC.","TECHNICAL PROGRAM MANAGER",135000,CUPERTINO,CA
"VIRTUSA CORPORATION","SR. ARCHITECT",130000,WESTBOROUGH,MA
"SYNTEL INC","PROJECT MANAGER",75982,ALBUQUERQUE,NM
"SYNTEL CONSULTING INC.","PROJECT MANAGER",82846,PORTLAND,OR
"SYNTEL CONSULTING INC.","PROJECT MANAGER",83304,ATLANTA,GA
"SYNTEL CONSULTING INC.","PROJECT MANAGER",76690,"AUBURN HILLS",MI
"SYNTEL CONSULTING INC.","PROJECT MANAGER",97989,ALLENDALE,NJ
"SYNTEL CONSULTING INC.","PROJECT MANAGER",83304,ALPHARETTA,GA
"CAPGEMINI FINANCIAL SERVICES USA INC. (LEGACY KANB","LEAD CONSULTANT",107392,WINSTON-SALEM,NC
"INFORMATION CONTROL CORPORATION","STAFF CONSULTANT - PROJECT MANAGER",88000,COLUMBUS,OH
"SYNTEL CONSULTING INC.","PROJECT MANAGER",64730,ARCADIA,WI
"SYNTEL INC","PROJECT MANAGER",97989,ALLENDALE,NJ
"KNOVEL CORP","MOBILE AND DESKTOP DEVELOPMENT MANAGER",97989,"NEW YORK",NY
"VIRTUSA CORPORATION",MANAGER,120000,WESTBOROUGH,MA
"VIRTUSA CORPORATION",ARCHITECT,135000,WESTBOROUGH,MA
"DELL USA, LP","PRODUCT CONSULTANT",123685.73,"ROUND ROCK",TX
"OPEN SYSTEMS TECHNOLOGIES INC","PROJECT MANAGER",120000,PENNINGTON,NJ
"YAHOO! INC.","PRODUCT MANAGER (PROJECT/PROGRAM MANAGER IV)",139355,SUNNYVALE,CA
"LEAP FACTOR, INC.","VICE-PRESIDENT OF PROFESSIONAL SERVICES",104000,MIAMI,FL
"SYNTEL INC","PROJECT MANAGER",61672,COLLIERVILLE,TN
"SYNTEL CONSULTING INC.","PROJECT MANAGER",81328,BLOOMFIELD,CT
"SYNTEL INC","PROJECT MANAGER",94806,CHARLOTTE,NC
"SYNTEL INC","PROJECT MANAGER",105747,CHELMSFORD,MA
"SYNTEL INC","PROJECT MANAGER",72738,CHICAGO,IL
"SYNTEL INC","PROJECT MANAGER",75566,CINCINNATI,OH
"SYNTEL CONSULTING INC.","PROJECT MANAGER",72946,"AUBURN HILLS",MI
"SYNTEL CONSULTING INC.","PROJECT MANAGER",80142,PORTLAND,OR
"SYNTEL CONSULTING INC.","PROJECT MANAGER",87048,AUSTIN,TX
"CAPGEMINI FINANCIAL SERVICES USA INC","LEAD CONSULTANT",98000,"NEW YORK",NY
"DELOITTE CONSULTING LLP","ASSOCIATE 8",144600,MCLEAN,VA
"PAYDIANT, INC.","SOFTWARE ARCHITECT",120000,WELLESLEY,MA
"SYNIVERSE TECHNOLOGIES","IMPLEMENTATION MANAGER",89301,TAMPA,FL
"THE GAP, INC.","SR. MANAGER OUTSOURCING - VENDOR RELATIONSHIPS",145000,"SAN FRANCISCO",CA
"CITYGRID MEDIA, LLC","MANAGER, SYSTEMS ENGINEERING",136053,"WEST HOLLYWOOD",CA
"SAPIENT CORPORATION","MANAGER BUSINESS CONSULTING",175000,"SANTA MONICA",CA
"CAPGEMINI FINANCIAL SERVICES USA INC","LEAD CONSULTANT",98000,"JERSEY CITY",NJ
"INUVO INC.","DIRECTOR OF WEB APPLICATION DEVELOPMENT",135000,"NEW YORK",NY
"R SYSTEMS INC.","PROJECT MANAGER",90000,"ROLLING MEADOWS",IL
"SYNTEL INC","PROJECT MANAGER",88338,"COLORADO SPRINGS",CO
"SAMSUNG INFORMATION SYSTEMS AMERICA, INC.","SENIOR PRODUCT MANAGER",135000,"SAN JOSE",CA
"SYNTEL INC","PROJECT MANAGER",81328,BLOOMFIELD,CT
"SYNTEL INC","PROJECT MANAGER",89190,"BOCA RATION",FL
"SYNTEL INC","800 BOYLSTON STREET",94037,BOSTON,MA
"SYNTEL INC","PROJECT MANAGER",83304,ALPHARETTA,GA
"SYNTEL INC","PROJECT MANAGER",64730,ARCADIA,WI
"SYNTEL INC","PROJECT MANAGER",83304,ATLANTA,GA
"SYNTEL INC","PROJECT MANAGER",72946,"AUBURN HILLS",MI
"SYNTEL INC","PROJECT MANAGER",87048,AUSTIN,TX
"COGNIZANT TECHNOLOGY SOLUTIONS U.S. CORPORATION","VICE PRESIDENT JC25",186098,TEANECK,NJ
"ABBOTT LABORATORIES","SENIOR MANAGER, DIGITAL MEDIA DELIVERY",170000,"ABBOTT PARK",IL
"HEWLETT-PACKARD COMPANY","MANAGER, DEVELOPER/ENGINEER",140338,SUNNYVALE,CA
"CAPGEMINI U.S. LLC",MANAGER,97700,PHOENIX,AZ
"SYNTEL CONSULTING INC.","PROJECT MANAGER",105747,CHELMSFORD,MA
"SYNTEL CONSULTING INC.","PROJECT MANAGER",72738,CHICAGO,IL
"SYNTEL CONSULTING INC.","PROJECT MANAGER",89190,"BOCA RATON",FL
"SYNTEL CONSULTING INC.","PROJECT MANAGER",94037,BOSTON,MA
"SYNTEL CONSULTING INC.","PROJECT MANAGER",94806,CHARLOTTE,NC
"SYNTEL CONSULTING INC.","PROJECT MANAGER",75566,CINCINNATI,OH
"SYNTEL CONSULTING INC.","PROJECT MANAGER",61672,COLLIERVILLE,TN
"SYNTEL CONSULTING INC.","PROJECT MANAGER",78749,COLUMBUS,GA
"KAISER FOUNDATION HEALTH PLAN, INC.","MANAGER PRODUCT ENGINEERING AND TECHNOLOGY",138000,"CULVER CITY",CA
"SYNTEL CONSULTING INC.","PROJECT MANAGER",88338,"COLORADO SPRINGS",CO
"NVIDIA CORPORATION","MANAGER SENIOR SYSTEMS SOFTWARE",158725,BOTHELL,WA
"THE UNIVERSITY OF TENNESSEE HEALTH SCIENCE CENTER","ASSOCIATE DIRECTOR",84512,MEMPHIS,TN
"WEATHERFORD INTERNATIONAL, INC.","DEVELOPMENT MANAGER - DATA WAREHOUSE",123000,HOUSTON,TX
"SYNTEL INC","PROJECT MANAGER",76586,CONCORD,NH
"SYNTEL INC","PROJECT MANAGER",78749,COLUMBUS,GA
"AMAZON CORPORATE LLC","TECHNICAL PROGRAM MANAGER",120000,SEATTLE,WA
"VERIZON DATA SERVICES LLC","MANAGER-IT QUALITY ASSURANCE (TECHNICAL MANAGER)",116889,IRVING,TX
"VIDEO PLUS, INC","SENIOR PHP DEVELOPER (COMPUTER ENGINEER)",95000,"LAKE DALLAS",TX
"SYNTEL INC","PROJECT MANAGER",79456,DETROIT,MI
"AIG GLOBAL SERVICES, INC.","PROJECT MANAGER II",110240,"JERSEY CITY",NJ
"SYNTEL INC","PROJECT MANAGER",89794,DENVER,CO
"SYNTEL INC","PROJECT MANAGER",87714,"DES MOINES",IA
"SYNTEL INC","PROJECT MANAGER",90459,DALLAS,TX
"SYNTEL INC","PROJECT MANAGER",96117,FREMONT,CA
"SYNTEL CONSULTING INC.","PROJECT MANAGER",76586,CONCORD,NH
"SYNTEL CONSULTING INC.","PROJECT MANAGER",91374,"CORAL SPRINGS",FL
"SYNTEL CONSULTING INC.","PROJECT MANAGER",90459,DALLAS,TX
"SYNTEL CONSULTING INC.","PROJECT MANAGER",89794,DENVER,CO
"SYNTEL CONSULTING INC.","PROJECT MANAGER",87714,"DES MOINES",IA
"SYNTEL CONSULTING INC.","PROJECT MANAGER",79456,DETROIT,MI
"SYNTEL INC","PROJECT MANAGER",89794,"GREENWOOD VILLAGE",CO
"SYNTEL INC","PROJECT MANAGER",66934,HAGERSTOWN,MD
"SYNTEL INC","PROJECT MANAGER",79851,"HIGH POINT",NC
"SYNTEL INC","PROJECT MANAGER",72738,"GREEN BAY",WI
"CAPGEMINI FINANCIAL SERVICES USA INC","SENIOR MANAGER",156728,"NEW YORK",NY
"SYNTEL INC","PROJECT MANAGER",91374,"CORAL SPRINGS",FL
"KONAMI GAMING INC.","SYSTEMS PRODUCT MANAGER",88000,"LAS VEGAS",NV
"APPLE INC.","INFORMATION SYSTEMS MGR 1",132000,CUPERTINO,CA
"SYNTEL CONSULTING INC.","PROJECT MANAGER",87568,"GLEN ALLEN",VA
"SYNTEL CONSULTING INC.","PROJECT MANAGER",89794,"GREENWOOD VILLAGE",CO
"HEARTLAND LABEL PRINTERS, INC.","ENGINEERING MANAGER",114893,LISLE,IL
"AIMIC, INC.","PROJECT MANAGER",98987,WASHINGTON,DC
"COLER & COLANTONIO, INC.","TECHNICAL MANAGER",94037,NORWELL,MA
"SYNTEL CONSULTING INC.","PROJECT MANAGER",96117,FREMONT,CA
"SYNTEL CONSULTING INC.","PROJECT MANAGER",66934,HAGERSTOWN,MD
"SYNTEL CONSULTING INC.","PROJECT MANAGER",72738,"GREEN BAY",WI
"SYNTEL CONSULTING INC.","PROJECT MANAGER",79851,"HIGH POINT",NC
"PERSISTENT SYSTEMS, INC.","DELIVERY MANAGER",100008,"SAN LEANDRO",CA
"HEWLETT-PACKARD COMPANY","MANAGER ITO SERVICE DELIVERY",92269,SOUTHBOROUGH,MA
"RANDSTAD TECHNOLOGIES, LP","PROJECT MANAGER",115000,HARTFORD,CT
"COX COMMUNICATIONS","DIRECTOR, STRATEGY & DEVELOPMENT",145000,ATLANTA,GA
"CAPGEMINI FINANCIAL SERVICES USA INC","LEAD CONSULTANT",98000,"NEW YORK",NY
"ENTERTONEMENT INC","DIRECTOR OF PRODUCT",150000,SEATTLE,WA
"MARKETING TECHNOLOGIES","INFORMATION TECHNOLOGY MANAGER",90000,LOGAN,UT
"ALLIANCE HOSPITALITY, INC.","MANAGEMENT INFORMATION SYSTEM (MIS) MANAGER",87048,"LEWIS CENTER",OH
"INTERACTIVE COMMUNICATIONS INTERNATIONAL, INC.","APPLICATION DEVELOPMENT MANAGER, PREPAID TECHNOLOG",123000,ALPHARETTA,GA
"PHILIPS ELECTRONICS NORTH AMERICA CORPORATION","IT PORTFOLIO EXECUTION MANAGER",82894,BOTHELL,WA
"SEARS GLOBAL TECHNOLOGY SERVICES, LLC","PROGRAM MANAGER",110000,"HOFFMAN ESTATES",IL
"NVIDIA CORPORATION","SECTION MANAGER SALES OPERATION",99734,"SANTA CLARA",CA
"SYNTEL CONSULTING INC.","PROJECT MANAGER",90459,IRVING,TX
"SYNTEL CONSULTING INC.","PROJECT MANAGER",82680,JACKSONVILLE,FL
"JPMORGAN CHASE &CO.","APPLICATIONS DEVELOPER MANAGER (VP)",125000,"NEW YORK",NY
"URL SYSTEMS","TECHNICAL PROJECT MANAGER",120000,LEXINGTON,MA
"SYNTEL CONSULTING INC.","PROJECT MANAGER",86528,HOUSTON,TX
"SYNTEL CONSULTING INC.","PROJECT MANAGER",77293,"HUNT VALLEY",MD
"SYNTEL CONSULTING INC.","PROJECT MANAGER",75858,INDIANAPOLIS,IN
"SYNTEL CONSULTING INC.","PROJECT MANAGER",88213,IRVINE,CA
"CAPGEMINI FINANCIAL SERVICES USA INC",MANAGER,117300,BOSTON,MA
"ACCENTURE, LLP","SAP MANAGER",141190,NEWARK,DE
"APPLE INC.","MGR, WIRELESS STABILITY/STRESS,POWER & FACTORY SOF",153000,CUPERTINO,CA
"SYNTEL INC","PROJECT MANAGER",86528,HOUSTON,TX
"SYNTEL INC","PROJECT MANAGER",77293,"HUNT VALLEY",MD
"MONSANTO COMPANY","APPLICATION DEVELOPMENT MANAGER",96283,"ST. LOUIS",MO
"AMAZON CORPORATE LLC","TECHNICAL PROGRAM MANAGER II",105000,SEATTLE,MA
"CAPGEMINI FINANCIAL SERVICES USA INC","LEAD CONSULTANT",94100,BOSTON,MA
"SYNTEL CONSULTING INC.","PROJECT MANAGER",97989,"JERSEY CITY",NJ
"SYNTEL CONSULTING INC.","PROJECT MANAGER",93912,KIRKLAND,WA
"SYNTEL CONSULTING INC.","PROJECT MANAGER",76211,LINCOLNSHIRE,IL
"COMCAST CABLE COMMUNICATIONS, LLC","MANAGER, SOFTWARE DEVELOPMENT",113400,ENGLEWOOD,CO
"TRIPLE POINT TECHNOLOGY, INC","SOFTWARE DEVELOPMENT DIRECTOR",210000,WESTPORT,CT
"CAPGEMINI FINANCIAL SERVICES USA INC. (LEGACY KANB",MANAGER,120744,"NEW YORK",NY
"SONY NETWORK ENTERTAINMENT INTERNATIONAL LLC","SENIOR PRODUCT PLANNER",112258,"FOSTER CITY",CA
"SYNTEL CONSULTING INC.","PROJECT MANAGER",88774,"LOS ANGELES",CA
"HITACHI CONSULTING CORPORATION",MANAGER,107700,REDMOND,WA
"CAPGEMINI U.S. LLC","SENIOR MANAGER",134410,CLEVELAND,OH
"CAPGEMINI U.S. LLC","SENIOR MANAGER",134410,MIDDLEFIELD,OH
"KPMG LLP",MANAGER,127000,"KANSAS CITY",MO
"KEYWELL, LLC","IT MANAGER",97795,FREWSBURG,NY
"SLK AMERICA INC","PROJECT MANAGER",92000,MEMPHIS,TN
"SYNTEL CONSULTING INC.","PROJECT MANAGER",70491,LOUISVILLE,KY
"PAYPAL, INC.","DIRECTOR PLATFORM PRODUCT MANAGEMENT",200000,"SAN JOSE",CA
"VISUAL CONSULTANTS, INC","PROJECT MANAGER",90000,PLYMOUTH,MN
"SMITHSONIAN INSTITUTION","SUPERVISORY INFORMATION TECHNOLOGY SPECIALIST",141726,"NEW YORK",NY
"SYNTEL CONSULTING INC.","PROJECT MANAGER",75566,MASON,OH
"SYNTEL CONSULTING INC.","PROJECT MANAGER",65208,MADISON,WI
"VETSTREET INC.","DIRECTOR, SOFTWARE ENGINEERING",140000,"SILVER SPRINGS",MD
"SLK AMERICA INC","PROJECT MANAGER",92000,MEMPHIS,TN
"LUMERIS, INC.","VICE PRESIDENT-ENTERPRISE ARCHITECTURE",165000,"MARYLAND HEIGHTS",MO
"CUMMINS INC.","PROJECT MANAGER - WEB & ECOMMERCE",79602,COLUMBUS,IN
"SYNTEL CONSULTING INC.","PROJECT MANAGER",61048,MANITOWOC,WI
"UST GLOBAL INC","ASSOCIATE DELIVERY MANAGER",77630,BENTONVILLE,AR
"STANDARD & POOR'S FINANCIAL SERVICES LLC","SENIOR DIRECTOR, DATA PRODUCT MANAGEMENT",165000,"NEW YORK",NY
"UNISON TECHNOLOGIES, INC.","PRODUCT MANAGER - IT APPLICATIONS",130000,"NEW YORK",NY
"BLACKHAWK NETWORK, INC. (SUBSIDIARY OF SAFEWAY INC","SYSTEMS MANAGER",111166,PLEASANTON,CA
"APPS ASSOCIATES, LLC","PROJECT MANAGER",145000,CANTON,MA
"ACCENTURE, LLP","ORACLE SUPPLY CHAIN PLANNING MANAGER",185600,MILPITAS,CA
"SYNTEL CONSULTING INC.","PROJECT MANAGER",74942,MEDFORD,OR
"SYNTEL CONSULTING INC.","PROJECT MANAGER",88962,MELVILLE,NY
"SYNTEL CONSULTING INC.","PROJECT MANAGER",61672,MEMPHIS,TN
"TOSHIBA GLOBAL COMMERCE SOLUTIONS INC.","IT PLANNING DIRECTOR",150000,"RESEARCH TRIANGLE PARK",NC
"ONISLIVING LLC","CHIEF TECHNOLOGY OFFICER",127358,"NEW YORK",NY
"GENESYS IMPACT, LLC","CHIEF TECHNOLOGY OFFICER",105000,WASHINGTON,DC
"BROADCOM CORPORATION","MANAGER, SOFTWARE ENGINEERING",148141,SUNNYVALE,CA
"DOW JONES AND COMPANY","DEVELOPMENT MANAGER",115000,"SOUTH BRUNSWICK",NJ
"IDS USA WEST, INC.","MANAGER 1 - IT APPLICATIONS",90000,CHINO,CA
"CAPGEMINI U.S. LLC",MANAGER,120400,ATLANTA,GA
"CAPGEMINI US LLC",MANAGER,100000,"NEW YORK",NY
"SIEMENS INDUSTRY, INC.","SYSTEMS ARCHITECT",116931.61,ALPHARETTA,GA
"SANDUSKY INTERNATIONAL, INC.","INFORMATION TECHNOLOGY INFRASTRUCTURE MANAGER",84864,SANDUSKY,OH
"KYRA INFOTECH, INC","PROJECT LEAD",105000,TALLAHASSEE,FL
"TEKSYSTEMS GLOBAL SERVICES LLC","CONSULTING DIRECTOR",138000,"EDEN PRAIRIE",MN
"SOFTWARE PARADIGMS INTERNATIONAL GROUP, LLC","ORACLE RPAS TECHNICAL LEAD",103000,"JOHNS CREEK",GA
"INOVALON INC.","MANAGER, HEALTHCARE DATA ANALYTICS",98987,BOWIE,MD
"DUNKIN' BRANDS, INC.","HYPERION MANAGER",117270,CANTON,MA
"AMAZON FULFILLMENT SERVICES, INC.","SOFTWARE DEVELOPMENT MANAGER",139700,SEATTLE,WA
"SLK AMERICA INC","PROJECT MANAGER",102000,MEMPHIS,TN
"DELOITTE CONSULTING LLP","SENIOR MANAGER",152000,CHICAGO,IL
"CISCO SYSTEMS, INC.","PRINCIPAL ENGINEER",202842,"SAN JOSE",CA
"CISCO SYSTEMS, INC.","MANAGER, ADVANCED SERVICES",120474,ISELIN,NJ
"THE WEATHER CHANNEL, LLC","DISTRIBUTION SYSTEMS MANAGER",74000,ATLANTA,GA
"CAPGEMINI U.S. LLC",MANAGER,120600,IRVING,TX
"RDIO, INC.","PROGRAM MANAGER -- TECHNOLOGY & SYSTEMS DESIGN",135000,"SAN FRANCISCO",CA
"THE J.M. SMUCKER COMPANY","SENIOR MANAGER-DIGITAL COMMUNICATIONS & CONSUMER D",120556.8,ORRVILLE,OH
"SYNTEL CONSULTING INC.","PROJECT MANAGER",72738,NAPERVILLE,IL
"SYNTEL CONSULTING INC.","PROJECT MANAGER",91374,MIRAMAR,FL
"SYNTEL CONSULTING INC.","PROJECT MANAGER",63294,MONROE,LA
"SYNTEL CONSULTING INC.","PROJECT MANAGER",77064,MILWAUKEE,WI
"SYNTEL CONSULTING INC.","PROJECT MANAGER",89898,MINNEAPOLIS,MN
"ONESHIELD, INC.","IMPLEMENTATION MANAGER",120000,MARLBOROUGH,MA
"CAPGEMINI U.S. LLC",MANAGER,132122,PHOENIX,AZ
"SYNTEL CONSULTING INC.","PROJECT MANAGER",70325,PERRYSBURG,OH
"PRICEWATERHOUSECOOPERS, LLP","MANAGER (ADVISORY)",75858,INDIANAPOLIS,IN
"IDEXCEL, INC.","PROJECT MANAGER",120000,"SAN JOSE",CA
"SYNTEL CONSULTING INC.","PROJECT MANAGER",80538,OMAHA,NE
"SYNTEL CONSULTING INC.","PROJECT MANAGER",76045,"NEW CENTURY",KS
"SYNTEL CONSULTING INC.","PROJECT MANAGER",97989,"PARK RIDGE",NJ
"MEDICAL MANAGEMENT INTERNATIONAL, INC.","SENIOR MANAGER - MEDICAL AND CLIENT SYSTEMS",130645,PORTLAND,OR
"SYNTEL CONSULTING INC.","PROJECT MANAGER",88421,ORLANDO,FL
"SHOPZILLA, INC.","DIRECTOR, MOBILE PRODUCT MANAGEMENT",136053,"LOS ANGELES",CA
"HAILEO, INC.","VICE PRESIDENT OF TECHNOLOGY",130000,"LOS ANGELES",CA
"SYNTEL CONSULTING INC.","PROJECT MANAGER",61880,NASHVILLE,TN
"SYNTEL CONSULTING INC.","PROJECT MANAGER",97989,"NEW YORK",NY
"SYNTEL CONSULTING INC.","PROJECT MANAGER",96928,"NEWBURY PARK",CA
"SYNTEL CONSULTING INC.","PROGRAMMER ANALYST",47216,NORTHBROOK,IL
"SYNTEL CONSULTING INC.","PROJECT MANAGER",72738,NORTHBROOK,IL
"JOHNSON CONTROLS, INC.","MANAGER COLLABORATION DEVELOPER",111322,MILWAUKEE,WI
"SYNTEL CONSULTING INC.","PROJECT MANAGER",112258,"SAN FRANCISCO",CA
"SYNTEL CONSULTING INC.","PROJECT MANAGER",119621,"SANTA CLARA",CA
"SYNTEL CONSULTING INC.","PROJECT MANAGER",73362,PHOENIX,AZ
"NETAPP, INC.","MANAGER, SOFTWARE QUALITY ASSURANCE",100000,DURHAM,NC
"SYNTEL CONSULTING INC.","PROJECT MANAGER",79352,"SALT LAKE CITY",UT
"SYNTEL CONSULTING INC.","PROJECT MANAGER",83158,READING,PA
"SYNTEL CONSULTING INC.","PROJECT MANAGER",75067,PITTSBURGH,PA
"SYNTEL CONSULTING INC.","PROJECT MANAGER",94390,PRINCETON,NJ
"SYNTEL CONSULTING INC.","PROJECT MANAGER",82264,"SHADY GROVE",PA
"NETAPP, INC.","MANAGER, ENGINEERING SOFTWARE",150000,SUNNYVALE,CA
"SYNTEL CONSULTING INC.","PROJECT MANAGER",48027,SIDNEY,NE
"SYNTEL CONSULTING INC.","PROJECT MANAGER",89773,"SIOUX FALLS",SD
"SYNTEL CONSULTING INC.","PROJECT MANAGER",58427,SPRINGFIELD,IL
"SYNTEL CONSULTING INC.","PROJECT MANAGER",72592,STAMFORD,CT
"APPLE INC.","EDW DBA MANAGER",151200,CUPERTINO,CA
"CMC AMERICAS, INC.","PROGRAM COORDINATOR",72405,"MOREHEAD CITY",NC
"FACEBOOK, INC.","SOFTWARE ENGINEERING MANAGER",161773.6,"MENLO PARK",CA
"THOUSAND EYES, INC.","HEAD OF CUSTOMER SUCCESS",150000,"SAN FRANCISCO",CA
"INTERSOFT DATA LABS, INC.","TECHNICAL MANAGER",100000,WESTMINSTER,CO
"CAPGEMINI FINANCIAL SERVICES USA INC. (LEGACY KANB",MANAGER,120744,ISELIN,NJ
"SYNTEL CONSULTING INC.","PROJECT MANAGER",70138,WICHITA,KS
"SYNTEL CONSULTING INC.","PROJECT MANAGER",99778,WILMINGTON,DE
"LANDMARK MANAGEMENT GROUP, LLC","INFORMATION TECHNOLOGY DIRECTOR/ANALYST",116500,PLANO,TX
"IBM CORPORATION","ADVISORY PROJECT MANAGER",136788,"FOSTER CITY",CA
"SENIOR SERVICE MATCH, LLC","COMPUTER & INFORMATION SYSTEMS MANAGER",86528,HOUSTON,TX
"APPLE INC.","SYSTEMS DESIGN MGR 1",147781,CUPERTINO,CA
"ENRICHIT, INC","PROJECT MANAGER",100000,ALPHARETTA,GA
"NANTPHARMA, LLC","VICE PRESIDENT, INFORMATION TECHNOLOGY",159702,"LOS ANGELES",CA
"SYNTEL CONSULTING INC.","PROJECT MANAGER",72946,TROY,MI
"SYNTEL CONSULTING INC.","PROJECT MANAGER",101525,UNION,NJ
"SYNTEL CONSULTING INC.","PROJECT MANAGER",96928,"WESTLAKE VILLAGE",CA
"SYNTEL CONSULTING INC.","PROJECT MANAGER",77064,"WEST BEND",WI
"SYNTEL CONSULTING INC.","PROJECT MANAGER",83325,"WEST SACRAMENTO",CA
"SYNTEL CONSULTING INC.","PROJECT MANAGER",80142,VANCOUVER,WA
"SYNTEL CONSULTING INC.","PROJECT MANAGER",98301,WARREN,NJ
"WHITNEY, DANFORTH & KRUM ASSOCIATES, LLC","SR. PROJECT MANAGER",137500,"EAST HANOVER",NJ
"CAPGEMINI U.S. LLC",MANAGER,113900,"JERSEY CITY",NJ
"C&S WHOLESALE GROCERS, INC.","TECHNO FUNCTIONAL LEAD, ORACLE",120000,KEENE,NH
"IMDB.COM, INC.","TECHNICAL PROGRAM MANAGER II",107000,SEATTLE,WA
"MERRILL LYNCH","VICE PRESIDENT, TEAM LEADER SYSTEM ENGINEERING",106072,PENNINGTON,NJ
"SNAP MYLIFE, INC.","DIRECTOR OF ENGINEERING",125000,PRINCETON,NJ
